Geneid,Cal27_K36me2_WT_2,Cal27_K36me2_WT_1,Cal27_K36me2_NSD1KO_1,Cal27_K36me2_NSD1KO_2
MR1,743,766,360,515
HNRNPU,107,170,95,144
AHCTF1,1353,1854,1081,1649
OR14K1,0,0,0,0
MCOLN2,1898,2212,725,766
DDAH1,9094,12294,5174,8397
HS2ST1,2880,3782,1659,2585
ASB17,474,645,40,16
AK5,7059,10041,986,364
CC2D1B,115,119,91,107
MIA3,708,1057,676,719
DISP1,5560,7010,2182,2537
WNT3A,917,872,779,939
OBSCN,1080,1144,1357,1112
TRIM11,110,141,113,135
ENAH,4992,7111,3646,5563
CCSAP,527,667,378,500
GBP5,572,752,63,34
DIPK1A,3904,4884,1779,2676
MOV10,423,505,322,446
RHOC,8,12,19,7
PPM1J,43,46,32,24
SLC16A1,1188,1677,854,1293
SPAG17,3797,4302,799,273
FMN2,3546,5966,1297,376
GPR61,34,58,11,15
ALX3,49,50,61,40
DRAM2,401,642,338,410
FRRS1,1694,2350,1140,1677
MFSD14A,15,20,9,14
SASS6,1188,1725,1184,1206
SHCBP1L,1545,1517,198,87
NMNAT2,3343,3453,633,592
ZFYVE9,6049,6470,3926,4905
C8A,145,130,187,61
ODR4,851,1254,720,752
CPT2,263,316,205,292
NECAP2,151,185,154,186
LRP8,1049,922,1239,997
CDCP2,0,0,0,0
SSBP3,3390,2805,2427,2838
CFAP107,32,46,40,12
PRXL2B,30,13,15,13
TNFRSF14,48,43,53,30
PANK4,140,92,138,134
PEX10,44,43,43,47
RER1,96,101,98,116
SKI,1222,1104,951,952
LDLRAP1,333,378,267,283
PAFAH2,649,695,552,652
EXTL1,37,54,32,16
SLC30A2,32,35,17,9
TRIM63,72,69,30,14
GRHL3,2152,1637,715,420
UBXN11,478,495,253,256
TPRG1L,39,77,40,51
XKR8,121,135,71,85
EYA3,2969,3723,2162,3038
WASF2,1735,2267,1055,1878
TENT5B,132,156,39,68
RNF207,155,126,106,69
GPR153,115,122,118,100
RHBDL2,1133,936,686,737
CD1D,66,84,23,6
CD1A,10,10,11,2
CD1C,5,11,17,7
CD1B,12,10,10,1
CD1E,6,4,16,1
PPP1R15B,152,288,155,236
TAGLN2,64,109,44,72
ELK4,397,649,374,570
SLAMF8,109,137,23,12
SLC45A3,409,462,52,45
DUSP23,18,26,6,7
NBL1,9,10,14,5
HTR6,42,45,37,10
ITLN2,75,48,16,6
F11R,39,73,28,35
USF1,51,75,32,57
PLA2G2F,48,44,24,11
NIT1,25,35,15,25
DEDD,74,103,51,87
VWA5B1,647,581,169,63
CDA,664,678,233,258
PINK1,170,161,155,150
B4GALT3,4,7,0,2
ADAMTS4,49,72,23,12
NDUFS2,182,199,107,109
FCER1G,24,20,11,8
APOA2,2,6,0,5
TOMM40L,33,35,37,30
MPZ,59,68,7,13
CACHD1,6788,8022,853,435
EPB41,6661,6865,4258,5201
SV2A,63,75,37,17
LAD1,207,312,99,233
TNNI1,191,162,98,38
CSRP1,386,454,328,364
C1QC,14,10,10,5
CIART,30,25,16,5
CCDC24,0,0,0,0
PADI4,881,673,114,45
ADIPOR1,168,344,170,220
CYB5R1,63,61,46,48
PSMD4,195,191,155,195
ATP13A2,229,157,225,176
PSMB4,8,26,10,20
BTG2,30,37,24,20
CELF3,48,78,73,52
ALDH4A1,384,442,249,167
THEM4,1022,1198,615,810
TCHH,30,60,24,13
LCE2B,2,0,2,0
MED8,65,54,52,91
SPRR2G,38,20,2,1
PGLYRP3,189,153,73,43
CCDC17,34,47,30,29
GPBP1L1,1092,1482,807,1374
TMEM69,100,93,70,87
EFCAB14,592,748,594,659
DFFA,200,202,112,160
CCDC28B,40,48,29,12
IQCC,18,26,16,32
TMEM234,47,64,47,46
BSDC1,296,320,234,336
ZBTB8A,0,0,0,0
ATAD3B,162,126,157,120
SSU72,327,401,374,364
UBE2J2,142,187,172,207
ZNF362,788,771,543,691
FNDC5,90,78,101,77
S100A1,42,35,27,15
CHTOP,68,112,49,104
ZBTB7B,123,182,139,173
FLAD1,91,103,72,71
SHC1,91,148,66,109
ADAR,615,868,539,653
IL6R,1310,1466,548,928
UBE2Q1,86,122,64,101
CHRNB2,15,34,44,35
CRTC2,139,131,108,126
FDPS,91,85,110,115
RUSC1,56,95,70,72
ENTREP3,84,106,77,79
PAQR6,18,18,23,18
PMF1,0,0,0,0
SLC25A44,235,239,233,260
LMNA,922,1070,223,373
UBQLN4,201,187,211,185
GPATCH4,0,0,0,0
LRRC71,42,25,26,14
FCRL3,74,98,76,9
CYP4A22,254,180,41,16
PDZK1IP1,68,181,44,34
TAL1,67,69,34,20
CMPK1,1263,1372,884,1062
BEND5,0,0,0,0
ELAVL4,344,358,516,125
COA7,193,235,165,204
ZYG11B,2674,2696,1788,2229
SLC1A7,325,523,145,57
CZIB,85,96,69,82
MAGOH,124,200,133,116
ACOT11,895,652,391,136
FAM151A,0,0,0,0
PARS2,86,84,99,99
CIMAP2,241,214,94,38
BSND,88,117,34,13
USP24,3033,4091,2313,3308
PLPP3,1537,2017,199,296
NOL9,406,349,321,361
PRKAA2,2263,3216,914,1892
KLHL21,286,279,119,159
ZSWIM5,4732,3964,581,337
GMEB1,1074,833,629,711
SLC45A1,137,169,75,32
SELENON,149,140,124,138
AK4,1948,2889,1577,2083
JAK1,5763,7251,2911,3712
RAVER2,2788,3574,1906,2663
CTRC,36,54,24,12
LZIC,306,283,199,246
RBP7,98,97,42,18
KNCN,16,24,16,9
FBLIM1,395,343,235,249
TMEM82,68,46,14,2
SLC25A34,67,34,22,6
AKR7A3,92,71,26,23
DRAXIN,87,78,47,30
PDPN,789,772,495,637
LRRC38,83,89,84,41
DHRS3,707,844,601,504
MATN1,95,137,36,17
LAPTM5,601,893,58,32
SDC3,387,388,111,51
PEF1,224,271,161,271
SYNC,166,131,126,63
RBBP4,232,290,231,321
KIAA1522,354,570,250,443
TSSK3,12,15,11,10
TMCO4,1823,2020,1611,1624
UBXN10,195,144,18,7
CAMK2N1,43,51,20,32
ALPL,427,406,118,72
WNT4,247,271,172,221
TTLL10,185,203,181,82
SCNN1D,20,23,16,15
MXRA8,32,88,23,10
FAAP20,108,81,71,65
MEGF6,493,467,347,181
CCDC27,25,43,37,15
IL23R,519,578,102,31
DIRAS3,61,60,19,8
C1orf87,275,379,294,107
NFIA,15873,15475,9368,12911
OMA1,1878,2289,1442,1988
MYSM1,1047,1556,834,1170
TM2D1,899,1187,695,921
USP1,188,341,202,286
FUBP1,349,700,350,540
NEXN,1530,1858,839,971
DNAJB4,395,654,260,431
ADGRL4,15183,20058,2269,1121
LRRIQ3,5976,8156,752,383
LRRC53,0,0,0,0
TYW3,593,745,518,547
LHX8,991,1333,516,443
SNX7,3227,4490,2431,3091
B3GALT2,0,0,0,0
NTNG1,11312,17397,3188,2824
EEIG2,2596,2655,374,188
HENMT1,270,360,190,243
AKNAD1,1038,1101,233,313
C1orf52,122,188,114,132
DNAI3,2422,2709,375,211
GBP2,233,482,185,421
ATXN7L2,101,83,93,58
GBP4,310,614,305,415
ZNF326,682,1258,654,966
HFM1,2915,3593,467,134
BRINP3,14716,21490,4620,3888
GFI1,152,163,73,44
KCNT2,15004,19698,4557,4336
AGL,1921,2885,1539,2001
VCAM1,667,819,75,24
EXTL2,599,882,512,576
SLC30A7,1838,2838,1638,1984
ZNF281,67,135,112,143
ARPC5,200,340,202,287
CADM3,44,63,83,27
NLRP3,164,215,274,38
ZNF496,320,365,449,359
TRIM58,45,53,46,17
SLAMF9,8,15,4,1
OR2M5,1,8,3,1
KCNJ9,45,49,32,9
IGSF8,103,127,47,39
DDR2,2995,3717,533,237
PEA15,70,102,89,96
PEX19,44,49,29,38
NCSTN,139,157,105,151
VANGL2,210,308,228,125
SLAMF6,95,124,118,37
OLFML2B,428,614,114,37
FCRLB,18,45,17,2
FCGR3B,4,4,1,0
SLC9C2,2380,2974,342,164
KLHDC9,11,17,20,13
C1orf74,0,0,0,0
LMX1A,325,359,420,131
LRRC52,48,49,54,11
FLVCR1,739,924,707,750
GARIN4,6,2,7,3
ATF3,1274,1717,290,231
RBM15,75,225,111,158
DENND2D,137,222,144,161
AXDND1,740,1262,552,155
TDRD5,336,632,363,96
IER5,26,87,25,67
BPNT1,805,792,455,617
SPATA17,7938,10484,1560,1608
C1orf115,135,155,44,29
BROX,269,375,216,262
NBPF20,413,104,122,103
ACP6,600,716,251,449
WDR64,4524,5598,560,299
KIF26B,1767,1568,1712,705
TFB2M,362,441,286,397
CNST,2765,2966,1908,2374
KLHDC8A,154,148,33,24
PM20D1,196,257,54,16
B3GALNT2,1125,1517,824,1232
MAPKAPK2,1038,1319,804,967
IL20,100,160,13,9
IL24,168,264,50,106
FCMR,301,450,85,154
PIGR,553,461,29,19
FCAMR,370,256,39,13
CAPN2,877,1065,785,795
MRPL55,10,27,18,20
WDR26,576,997,463,746
TRIM17,62,62,64,34
DISC1,3154,3506,656,205
H3-3A,94,150,70,97
COQ8A,0,0,0,0
RPRD2,2876,3320,2099,2766
CTSS,916,1131,660,841
BNIPL,215,172,109,71
TNFAIP8L2,44,15,35,28
LYSMD1,121,126,90,111
SCNM1,35,27,35,26
TMOD4,58,37,58,42
VPS72,143,188,110,160
S100A11,33,55,18,49
LCE3D,14,5,3,0
SMCP,228,251,10,7
IVL,47,49,3,3
SPRR3,60,62,2,4
SPRR2D,64,67,6,1
PGLYRP4,299,330,139,72
S100A9,46,89,20,9
S100A12,66,76,13,5
TDRD10,170,154,98,49
CFAP141,96,81,26,25
PMVK,234,229,122,132
PBXIP1,139,70,80,62
PYGO2,49,75,40,49
HIPK1,982,1402,789,1100
LENEP,11,5,4,1
DCST2,249,242,67,52
DCST1,319,316,76,59
INAVA,245,362,105,237
YY1AP1,360,477,253,380
NAXE,105,120,43,35
SLC22A15,2299,2811,1550,2091
IGFN1,147,248,94,43
ATP1A1,295,652,258,435
LMOD1,643,908,137,53
ELF3,69,145,47,54
TMEM183A,158,240,155,176
TRIM46,0,0,0,0
KRTCAP2,0,0,0,0
TSACC,86,95,39,13
CCT3,171,281,217,281
TMEM79,108,93,75,103
SSR2,94,138,104,107
ADORA1,261,396,191,57
FCRL4,52,65,64,17
NFASC,990,908,595,233
FCRL1,87,114,87,26
NUAK2,205,301,148,246
SPTA1,285,338,274,83
MNDA,69,98,96,15
PYHIN1,285,268,143,33
IFI16,296,756,328,559
AIM2,1824,2181,837,809
SMIM12,106,176,102,124
ZMYM6,0,0,0,1
GRIK3,395,353,556,142
ZC3H12A,27,61,29,66
MEAF6,384,428,288,387
SNIP1,256,315,213,263
DNALI1,90,90,65,47
HEYL,62,52,67,20
EXO5,170,185,103,139
CLDN19,78,46,9,9
C1orf50,0,1,0,1
ERMAP,692,646,463,509
ZNF691,114,118,98,124
RAB4A,861,1250,621,906
H3-4,2,5,0,1
RNF187,83,72,82,82
GNG4,1670,1208,286,154
IRF2BP2,38,91,37,87
COA6,157,202,158,194
MFSD2A,120,153,113,142
HJV,148,174,41,17
SERINC2,263,357,218,281
NDUFS5,85,108,71,97
SLC16A4,582,653,495,576
AHCYL1,804,1185,607,874
GSTM4,178,106,53,10
PCSK9,297,255,236,239
RAB3B,1663,2105,710,443
OR6F1,0,1,1,0
RSPO1,52,53,49,21
GCSAML,178,129,189,38
THBS3,120,69,96,71
SLC50A1,29,26,27,33
EFNA1,26,86,39,76
SHE,160,185,67,27
PTAFR,1013,850,697,798
NPR1,69,61,28,15
CD52,18,9,20,12
SPRR1B,39,71,1,0
SPRR1A,16,24,3,4
CLIC4,2571,3719,1807,2746
CRCT1,16,22,1,0
DFFB,339,271,280,265
LUZP1,2232,2931,1533,2391
ACTRT2,0,4,0,1
CALML6,2,6,3,1
TOR1AIP2,591,866,460,696
OTUD3,500,736,472,614
TAS1R3,16,9,11,6
PUSL1,12,12,16,12
IFFO2,744,882,640,854
GPR37L1,69,42,30,14
GPR25,4,5,2,0
LRRN2,254,218,144,55
SLC30A1,141,240,120,204
KISS1,107,158,18,10
S1PR1,41,81,35,27
ZNF672,142,174,98,147
ZNF692,64,91,77,68
OR2M4,18,26,43,11
LURAP1,19,45,4,1
KCND3,524,503,543,176
LRRC8C,0,0,0,0
LRRC8D,52,102,58,66
COL24A1,13990,18312,1767,961
LPAR3,2532,3288,1766,2615
CLSTN1,1843,2297,1118,1734
PIK3CD,1068,1214,506,469
SLC25A33,986,892,713,710
SPSB1,1299,1290,1066,1279
PLEKHG5,673,609,350,410
SPATA46,0,0,0,0
TMEM51,1565,1845,996,1380
CAMTA1,10664,11899,4546,3976
NHLH1,26,22,25,14
SLFNL1,42,67,63,43
CTPS1,267,441,405,428
METTL18,39,65,32,48
COL8A2,320,325,74,47
ANGPTL7,0,0,0,0
EXOSC10,209,215,212,214
KLF17,74,88,36,28
SRGAP2C,2286,785,390,543
PPIH,222,236,223,253
EPHX4,1150,1216,495,562
LCE1D,8,3,2,0
NEGR1,33172,50024,3505,1192
ALG14,3109,4195,1726,2380
GNG12,3915,5894,2672,3938
INSL5,93,130,17,4
FGGY,14790,16663,8137,10634
RXFP4,40,18,4,2
HSPA6,31,14,2,0
MTX1,26,44,25,33
CKS1B,57,92,30,66
MAB21L3,644,753,101,47
VANGL1,1201,1422,810,1127
OR10K1,18,17,31,7
C1QB,17,18,14,4
C1QA,2,5,2,4
DAB1,916,963,1334,427
ARV1,341,483,284,371
MICOS10,1267,1490,278,116
NMNAT1,677,605,481,485
APOBEC4,0,0,0,0
HSPB7,50,30,11,2
UQCRH,153,183,117,171
TAS1R1,174,104,38,23
HES3,4,3,0,0
TOMM20,214,284,205,315
SPMIP3,1232,1446,116,88
PLK3,45,62,34,34
CIMAP3,66,67,27,7
GNG5,92,211,107,175
CD34,808,1000,82,35
CYB561D1,91,99,83,84
SELP,281,488,125,34
PHLDA3,36,78,15,39
GLIS1,922,929,631,242
PODN,91,125,47,25
EXO1,880,948,917,771
SLC26A9,404,614,66,31
MFSD4A,560,425,203,161
TMEM81,17,12,15,29
GOLT1A,334,421,68,42
AKIRIN1,124,188,137,211
ANGEL2,446,608,344,491
PDZK1,886,799,426,559
GLMN,1189,1465,953,1229
AMY1B,0,0,0,0
CD164L2,22,19,10,4
PDIK1L,304,387,229,319
MARCKSL1,15,18,16,7
SH3BP5L,165,184,161,140
OR2T1,14,12,28,10
NPPA,23,8,28,18
C1orf127,257,217,76,32
CENPS,0,0,0,0
KDF1,140,166,113,164
AURKAIP1,6,5,4,12
SFN,4,13,1,12
DENND2C,2526,2772,1429,2168
B3GALT6,31,36,31,42
ZNF683,98,155,27,9
CRYBG2,688,723,315,391
HMGB4,0,0,0,0
ZBTB8OS,802,740,525,617
RNPEP,306,302,218,300
CLK2,61,97,61,99
MTHFR,234,277,132,172
NUDT4B,2,0,0,0
OR2T35,6,3,4,0
OR14C36,0,3,5,3
RIMKLA,188,212,115,38
OR2M7,6,3,2,4
OR2T12,28,25,36,12
OR2T33,21,25,22,6
KCNA3,0,7,9,3
OR2AJ1,177,185,47,21
KCNA2,94,195,112,20
UBE2U,1784,2635,220,71
OR2T8,31,37,11,11
OR2G3,5,1,0,4
OR2G2,0,5,5,0
OR2B11,31,25,38,5
NHLH2,67,100,17,16
JUN,20,48,16,35
PGBD5,1924,1962,292,160
GBA1,124,86,57,74
AGTRAP,152,186,163,174
KCNJ10,343,452,199,106
SVBP,230,270,177,206
ZBTB41,1243,1937,1103,1309
RPS27,8,30,7,26
DMAP1,60,58,69,53
BOLA1,201,199,85,69
PDE4DIP,2177,1074,338,365
CCDC185,22,19,4,2
CTNNBIP1,1357,1266,659,1022
RIIAD1,78,92,32,7
TMEM52,4,8,1,2
RNF186,13,5,3,2
HYI,0,0,0,0
ERICH3,3656,5649,441,115
TAS1R2,48,34,65,16
KLHDC7A,8,6,10,2
RCC2,216,267,184,286
DPM3,0,4,2,1
FUCA1,335,347,223,167
HNRNPCL1,1,0,7,0
TMEM125,42,36,8,6
CATSPERE,3130,3658,809,644
VWA1,54,45,53,25
HNRNPCL4,0,0,0,0
ZBTB18,180,254,117,198
HTR1D,510,721,62,34
FCER1A,47,64,74,11
CITED4,9,10,3,1
CFAP276,32,42,13,8
ITLN1,24,21,16,7
ZNF648,22,18,17,6
TRNAU1AP,251,253,205,248
RCC1,321,395,274,375
PLD5,2768,2902,1215,330
OR6K6,4,3,4,4
MIGA1,2744,3364,1993,2652
YOD1,99,255,79,152
OR10K2,22,14,33,7
GPR157,490,455,123,30
GREM2,2794,3972,379,125
C1orf105,1546,2021,250,287
FCRL6,66,103,31,14
H2AC25,4,16,2,4
ZNF678,2574,2963,1375,1698
GPR88,41,55,9,5
AMIGO1,19,38,18,9
GPR3,32,46,8,9
LSM10,96,96,51,56
IBA57,169,126,170,144
SNRPE,117,125,80,122
FAM89A,394,390,321,340
TDRKH,304,336,123,109
SHISAL2A,273,327,67,20
PRAMEF8,4,0,1,0
PAQR7,239,255,118,166
OR2T29,4,1,2,0
C1orf116,209,370,121,218
ACBD3,739,960,571,848
LCK,394,426,64,35
TCHHL1,34,79,11,2
RGS7,15491,21185,2069,527
FAM43B,2,6,3,2
RABIF,240,291,156,222
SELENOF,1439,2031,1080,1411
OR2T34,4,3,1,0
EPHA10,551,556,107,44
GBP6,545,807,265,500
FHL3,135,169,94,97
SF3A3,280,289,241,263
TENT5C,179,350,86,22
UTP11,107,144,90,115
H3C13,4,0,0,0
FAM167B,28,11,2,1
BMP8A,309,172,125,79
TMEM50A,461,574,302,489
SLC35F3,8246,12421,5396,6496
LIN9,2068,2217,1645,1920
ANKRD45,0,0,0,0
KIRREL1,1851,2174,1526,1787
IQGAP3,546,413,739,585
SRARP,35,30,11,1
ST6GALNAC3,10582,14712,1976,548
PTP4A2,175,276,166,229
OR2T10,15,5,11,5
CNTN2,100,87,73,43
SPRR4,45,62,4,2
OR10J5,4,22,5,0
C1QTNF12,8,13,13,10
H2AC20,3,3,0,1
H2AC21,1,0,1,1
TACSTD2,7,20,7,12
MROH7,0,0,0,0
S100A7A,125,82,18,6
CSF1,208,303,198,220
A3GALT2,95,110,35,29
NCMAP,365,342,106,58
PDE4B,17669,23378,2027,612
TAFA3,191,218,20,7
ZBTB40,1719,2047,1437,1825
H2BC21,20,37,15,20
CLCNKB,52,61,26,13
MANEAL,58,73,34,35
FAF1,16211,20395,11628,16231
MIXL1,40,30,30,18
PGBD2,204,210,193,183
ZBTB37,954,1016,691,900
SMYD3,20686,23660,14744,18826
IFNLR1,677,589,375,336
ROR1,10138,15806,1466,534
MUC1,18,26,11,11
FAM131C,85,89,28,18
SPATA45,204,191,49,17
PBX1,606,692,1016,330
POU3F1,2,3,3,2
DNAH14,13799,15620,3461,3311
CCDC190,431,716,47,30
PRSS38,131,134,95,29
RNPC3,443,754,330,473
LCE3A,0,3,2,2
LCE3E,3,6,3,1
LEMD1,538,452,195,49
AIDA,987,1343,892,1050
NBPF6,80,31,6,0
OR4F5,4,3,0,0
AGBL4,3010,3591,4624,1111
TEX38,20,6,14,14
POLR3C,150,234,126,193
UBL4B,11,2,3,0
CYP4Z1,989,800,180,123
EDARADD,2721,3127,1487,1855
MTARC1,3,7,0,2
LCE5A,23,18,4,4
LCE1E,20,13,2,4
TOR3A,116,137,163,132
OR10T2,6,5,2,1
NUDT17,23,18,22,12
CYP4X1,912,672,71,33
CCDC30,2188,2535,762,358
OR6P1,33,26,40,7
TMEM222,136,182,149,164
CLCNKA,17,29,16,7
ARHGAP30,256,191,122,44
FOXD2,34,11,8,5
HPDL,27,17,23,18
FOXE3,3,5,3,0
TNFRSF4,0,7,5,2
LCE1A,2,1,3,0
TNFRSF18,10,7,9,2
CFAP144,200,219,83,77
RHD,250,166,106,107
ESPN,324,287,210,251
CYP4A11,25,18,13,3
OR2AK2,40,76,0,27
FOXD3,14,28,11,5
SPATA21,209,142,103,67
RNF220,4093,5711,2257,2064
LCE4A,15,14,4,1
LCE2A,8,4,5,0
LCE2C,14,1,3,0
LCE2D,1,3,5,0
LCE3B,0,0,0,0
GJA4,8,3,3,2
PRAMEF10,10,2,3,0
TLR5,478,527,166,71
PLEKHN1,76,61,88,47
ISG15,215,206,74,92
SAMD11,52,47,35,17
PERM1,16,17,5,5
OR2T27,9,3,6,1
GABRD,8,12,18,7
AMY1C,58,35,0,0
PEAR1,272,311,141,132
ZFP69B,256,268,145,138
ZFP69,358,420,282,323
TTC24,50,46,13,2
FYB2,1764,3352,358,194
LDLRAD2,157,145,52,27
KLHL17,24,38,47,37
PLA2G2C,430,336,48,32
S100A3,0,0,0,0
RAB42,0,0,0,0
GPR89B,1208,530,353,464
AGRN,146,177,253,228
PLA2G2A,20,8,17,6
HES4,7,5,4,2
ZNF669,54,91,45,68
OR6N2,18,22,25,3
DYNLT4,8,19,15,11
SELL,579,561,95,20
SRSF10,201,375,200,279
OR2G6,13,22,25,7
CLEC20A,112,79,37,17
FAM72B,138,39,54,44
DPYD,31079,42999,21033,30842
S100A16,68,124,49,62
RHCE,443,356,127,87
RBM34,332,427,268,361
BCL2L15,251,331,28,25
OPTC,112,129,34,12
CATSPER4,29,33,23,13
PRELP,60,79,25,14
PLA2G2E,28,19,6,2
MTF1,766,970,667,804
TMCO2,39,60,11,5
TMEM201,214,184,256,192
CNR2,229,181,104,54
FAM78B,171,137,251,88
GJB3,39,59,31,48
CFAP126,68,56,44,71
NOC2L,83,75,96,77
AADACL3,26,33,27,8
VHLL,6,4,3,1
S100A13,128,132,109,123
OR14I1,0,0,0,0
BTBD8,3445,4052,2164,2543
PNRC2,92,148,15,41
GJB5,55,81,24,45
S100A14,41,70,27,43
KAZN,5748,4155,3515,1774
SLC35E2B,381,280,238,252
MMP23B,4,4,3,2
SH2D5,108,104,134,125
GJB4,75,58,33,41
OR2L13,13,19,15,7
S100A4,75,170,69,83
OR6K2,0,2,1,0
STK40,611,793,546,673
OR10J1,40,87,14,3
TMEM63A,436,487,415,405
CTSE,454,539,56,28
SEMA4A,406,362,250,258
OR2T2,14,6,12,0
OR2C3,0,0,0,0
OR10J3,0,1,0,0
BECN2,4,2,6,4
CD55,1548,2190,1054,1485
SRGAP2B,2334,784,438,572
THEM5,59,61,29,7
ZNF124,963,922,402,475
S100A5,110,158,19,18
NBPF4,116,40,1,2
YRDC,20,31,23,39
ESRRG,19249,27365,2415,583
GDAP2,1484,2193,1069,1580
SLC6A9,354,429,245,355
OR2T3,0,1,0,1
FAM72A,158,49,53,45
AJAP1,188,158,284,68
SLC30A10,884,977,145,58
LCE1B,14,3,2,1
S100A2,72,122,23,53
OR14A16,32,31,58,9
SPRR2B,13,20,6,0
LAMB3,244,308,293,235
H2BC26,36,25,29,15
OR2T4,2,0,2,1
ZMYM1,2052,2398,643,785
LCE1C,38,12,8,4
SLC6A17,169,162,127,35
LRRC8B,2198,3069,1720,2337
SLC2A7,80,99,35,27
FAM110D,53,43,5,5
GUCA2A,21,14,0,1
DDI2,846,1087,648,1035
TRIM33,3278,4651,2360,3515
OR6N1,18,20,30,10
IPP,1379,1295,843,1095
OR13G1,22,29,40,4
OR2L5,32,121,51,89
ZNF695,0,0,0,0
FAM177B,165,191,61,28
MIB2,100,92,89,92
OR6Y1,26,33,41,6
DMBX1,180,156,50,18
OR11L1,2,0,4,0
VN1R5,5,3,3,0
CDC42SE1,64,102,49,90
CR1L,1932,2176,235,87
S100A10,163,214,116,122
MAP1LC3C,39,56,10,4
TAF13,212,220,135,183
ATAD3A,130,65,117,110
INKA2,186,178,158,141
HRNR,24,32,16,20
HES5,4,2,5,1
S100A6,8,32,7,23
DNM3,20512,25315,4133,6218
MPZL1,1519,2481,1192,2025
C1orf122,4,8,3,7
AVPR1B,112,131,24,14
OR2T6,54,44,47,16
OR2L3,38,79,63,24
MIER1,1114,2014,904,1389
MAN1A2,5532,7537,3887,5495
SZT2,696,702,527,719
CACNA1E,806,1038,903,250
NTRK1,146,211,96,49
OR14L1,12,13,17,8
ANKRD35,121,119,91,21
YTHDF2,434,629,340,620
ARMH1,777,827,146,75
RD3,94,63,42,20
SH2D1B,252,373,58,25
OR2M2,15,21,27,8
MDM4,612,813,484,679
RYR2,20008,30499,8115,5439
ABCA4,2841,3628,345,190
IPO9,890,1148,705,891
GLMP,22,25,21,18
F5,2032,2864,318,396
GPATCH3,107,140,90,143
OXCT2,0,0,0,0
COLGALT2,1953,2744,405,136
EPS8L3,136,198,35,16
SYCP1,3944,5601,497,186
RCSD1,2320,2463,253,198
MTOR,1791,1772,1634,1813
BRINP2,220,272,348,96
LRIG2,897,1065,644,898
FOXJ3,4496,6362,3642,5289
CD247,1146,1156,243,107
HMGN2,18,38,22,28
GJC2,53,60,29,16
DENND4B,145,111,148,155
KTI12,0,0,0,0
STYXL2,877,1225,94,31
KPLCE,4,3,3,1
TSEN15,1155,1490,713,1124
PRMT6,49,77,36,54
SHISA4,9,23,11,1
C1orf174,129,173,124,145
NOS1AP,7162,8354,1018,326
SMG5,206,291,222,321
OR10R2,14,30,39,6
OR10Z1,12,10,18,4
OR2T5,2,0,0,0
OR2L2,34,59,40,55
EFCAB2,3117,3136,1015,812
COX20,80,158,125,136
CHML,0,0,0,0
STUM,161,187,168,69
CAPN8,770,829,189,86
TATDN3,608,580,381,468
CR1,1874,2581,325,91
C1orf53,107,134,36,20
TEDDM1,56,83,4,6
GPR52,0,0,0,0
NTMT2,203,159,80,26
FCGR3A,55,41,8,3
OR6K3,20,29,13,7
LORICRIN,10,9,5,0
PRR9,11,10,4,2
LELP1,10,8,4,3
SPRR2E,539,752,62,69
KPRP,81,57,5,0
H3C14,0,0,0,0
H2BC18,235,124,66,67
H3C15,0,0,0,0
HSD3B1,24,20,24,7
HSD3B2,32,38,32,4
C1orf146,451,576,116,56
SAMD13,1816,2498,198,124
C1orf141,1439,1698,158,69
EFCAB7,1559,1804,979,1292
LDLRAD1,127,128,35,13
ZYG11A,902,1068,281,250
C1orf185,1072,1252,197,74
FOXO6,168,130,108,34
INPP5B,1491,1335,894,987
PHACTR4,3178,3515,2122,2773
ZDHHC18,362,464,342,474
MACO1,1831,1936,1230,1743
TCEA3,704,657,296,112
PRAMEF20,21,12,22,3
PRAMEF17,2,1,3,3
PRAMEF19,4,6,7,6
PRAMEF14,4,1,1,1
PRAMEF15,9,2,4,3
PRAMEF9,4,2,3,0
PRAMEF7,2,0,3,0
AADACL4,80,48,58,25
DISP3,123,100,334,162
ZBTB48,112,133,103,117
TMEM240,35,28,45,26
TMEM88B,18,27,9,4
DIO1,408,486,148,118
AKR7L,57,34,15,11
MAP10,93,138,13,8
DENND1B,9537,14061,6586,9830
SFT2D2,370,549,314,416
CFAP45,473,695,99,65
ACKR1,0,1,1,0
LINGO4,13,16,7,9
MLLT11,0,0,0,0
NRAS,202,267,164,203
GSTM2,252,168,18,13
GBP7,1622,1506,148,61
RBMXL1,0,0,0,0
LEPROT,0,0,0,0
MYCBP,26,56,26,41
SH3D21,203,192,186,174
RSC1A1,0,0,0,0
CELA2B,190,140,47,13
TMEM167B,76,133,70,98
FAM72D,120,23,15,33
TNFRSF25,32,39,34,32
ZC3H11B,48,15,3,1
TSTD1,0,0,0,0
RPTN,179,189,13,7
CYB5RL,63,40,25,29
LACTBL1,177,158,56,18
C1orf167,119,78,64,21
TTC34,187,77,132,41
ATAD3C,124,108,24,29
CELA3B,187,88,18,5
NBPF1,1353,602,475,634
OR1C1,10,11,31,8
CCNL2,59,89,57,82
MYBPHL,128,163,79,26
BTBD19,102,100,27,62
DCDC2B,68,40,40,35
CPTP,34,28,29,34
C2CD4D,30,33,12,3
FAM229A,6,11,5,2
OR2T7,26,10,11,1
TEX46,298,236,30,28
OR2M3,43,41,49,22
OR9H1P,26,23,41,6
FNDC10,0,3,8,0
PRAMEF25,2,1,4,1
ACBD6,6784,9022,5190,7203
SETSIP,16,32,3,1
